DATE,Mean_Level
1969-01-31,3.2316070882631145
1969-02-28,3.760426432541987
1969-03-31,2.445440073862395
1969-04-30,3.0599544751658327
1969-05-31,2.614375257604741
1969-06-30,2.369529770375088
1969-07-31,2.052335382596824
1969-08-31,1.9498058769516033
1969-09-30,2.52459242968483
1969-10-31,2.0539092731402144
1969-11-30,2.3356402733022654
1969-12-31,2.3061385508275296
1970-01-31,2.6247232566703946
1970-02-28,2.6660683227724133
1970-03-31,2.418862821780668
1970-04-30,2.693469249463353
1970-05-31,2.1644201454772447
1970-06-30,2.370345037278689
1970-07-31,2.9752955752581185
1970-08-31,2.261883118662394
1970-09-30,2.2139295434292867
1970-10-31,2.1859822101457795
1970-11-30,3.7823216149440797
1970-12-31,2.8501571017130325
1971-01-31,3.091666118638232
1971-02-28,2.1517752495119136
1971-03-31,2.4047358422457528
1971-04-30,4.092341643960242
1971-05-31,2.9381687986287512
1971-06-30,2.633743817602032
1971-07-31,2.570909539751762
1971-08-31,2.3805342039426773
1971-09-30,4.523585621554717
1971-10-31,3.8708964016005933
1971-11-30,3.0945491468777537
1971-12-31,4.196224715248497
1972-01-31,4.28614029405769
1972-02-29,2.2224134388993035
1972-03-31,3.824882537187021
1972-04-30,2.9857507298373895
1972-05-31,2.506750095424068
1972-06-30,3.293277963144123
1972-07-31,3.7617935543704912
1972-08-31,1.9876242868252276
1972-09-30,1.9026385212017598
1972-10-31,1.940694905686654
1972-11-30,1.9464584253496617
1972-12-31,2.116118106785914
1973-01-31,2.3237637011654706
1973-02-28,3.2007009294484825
1973-03-31,2.0698247433804444
1973-04-30,1.8419173383578598
1973-05-31,2.174918951018396
1973-06-30,2.401348950913414
1973-07-31,4.337361168886985
1973-08-31,2.704258964677525
1973-09-30,4.764279938278139
1973-10-31,3.4107713837887292
1973-11-30,2.970475569697157
1973-12-31,3.4522907994329284
1974-01-31,2.743967434012335
1974-02-28,3.8335478538486796
1974-03-31,3.4845845490585137
1974-04-30,3.83311107411976
1974-05-31,4.663213485961583
1974-06-30,3.863388143761788
1974-07-31,2.5266336546120898
1974-08-31,1.9998985736612396
1974-09-30,4.420966231367581
1974-10-31,3.1699671078584206
1974-11-30,4.246366894470654
1974-12-31,3.5937741195723114
1975-01-31,4.525992898542528
1975-02-28,3.0951071255206632
1975-03-31,4.453329927166508
1975-04-30,4.411007374779541
1975-05-31,4.359835308914291
1975-06-30,3.9741305008459618
1975-07-31,3.890158353699414
1975-08-31,3.371866178484842
1975-09-30,2.3021738223985264
1975-10-31,3.521492404339605
1975-11-30,3.6578494018458083
1975-12-31,3.374859850651966
1976-01-31,3.5048932772083696
1976-02-29,4.14813890614607
1976-03-31,3.2138102996735864
1976-04-30,4.1786145643390675
1976-05-31,3.899111603714472
1976-06-30,3.925285070940493
1976-07-31,3.8612059325483616
1976-08-31,5.024659087604799
1976-09-30,3.6370060543960983
1976-10-31,4.211547194523072
1976-11-30,3.9531547743297426
1976-12-31,3.5354981094559634
1977-01-31,3.7684682019894713
1977-02-28,3.565759984980248
1977-03-31,4.494232488724067
1977-04-30,3.4300119813671115
1977-05-31,4.018154839195882
1977-06-30,4.929872743665718
1977-07-31,3.303702804478957
1977-08-31,3.796038990938709
1977-09-30,2.9178600967461565
1977-10-31,3.47781251507281
1977-11-30,4.2590709249772285
1977-12-31,3.653402719269633
1978-01-31,3.4620986481029257
1978-02-28,3.925131437431817
1978-03-31,7.0773933006415195
1978-04-30,3.688158874599065
1978-05-31,4.043071128646492
1978-06-30,4.213299887595717
1978-07-31,3.6710954625679766
1978-08-31,2.9305981098947926
1978-09-30,3.0560439508498414
1978-10-31,3.4058202322674753
1978-11-30,3.995512731040039
1978-12-31,3.494588384251076
1979-01-31,3.507657388038697
1979-02-28,3.803136462294487
1979-03-31,3.6517298249121124
1979-04-30,3.9490722314607853
1979-05-31,3.874133446301903
1979-06-30,4.832935322546144
1979-07-31,4.29891096413483
1979-08-31,3.7204223676447015
1979-09-30,3.3274204832060477
1979-10-31,3.3923764067936446
1979-11-30,3.356189734903864
1979-12-31,5.607594125043383
1980-01-31,3.739939258537753
1980-02-29,3.454577666912419
1980-03-31,3.8445327133926943
1980-04-30,3.717514646487077
1980-05-31,3.944154067618933
1980-06-30,3.7554326769746686
1980-07-31,4.7319632438429835
1980-08-31,3.8395175999111473
1980-09-30,3.881604463491799
1980-10-31,3.6556198227562025
1980-11-30,4.136535110218885
1980-12-31,3.325795906178319
1981-01-31,3.456391326043226
1981-02-28,3.697442391418882
1981-03-31,6.233396754169795
1981-04-30,3.9016771105030643
1981-05-31,3.6809062844686364
1981-06-30,3.866176190947305
1981-07-31,3.8254720022270456
1981-08-31,4.179351925201481
1981-09-30,4.559525261131453
1981-10-31,4.199724058091886
1981-11-30,3.4108994677283544
1981-12-31,3.5165446801621285
1982-01-31,3.9727199449037385
1982-02-28,3.519161240602657
1982-03-31,3.603677402917617
1982-04-30,3.8676241320119873
1982-05-31,3.6636931789378204
1982-06-30,4.196421132525555
1982-07-31,4.358643285714237
1982-08-31,3.3568344094226896
1982-09-30,4.095699586875397
1982-10-31,3.6913917553877535
1982-11-30,3.781756503793674
1982-12-31,0.9194240271915397
1983-01-31,4.5070616854399
1983-02-28,4.254496403148944
1983-03-31,4.683522037475532
1983-04-30,4.767671534475242
1983-05-31,4.363611982269651
1983-06-30,4.667150149405622
1983-07-31,4.321661458088455
1983-08-31,3.8274549775102362
1983-09-30,3.6082335233745124
1983-10-31,3.5722333277134335
1983-11-30,4.559227598143253
1983-12-31,4.213097988605196
1984-01-31,3.8455906599639897
1984-02-29,4.997378750216272
1984-03-31,4.2042427320448
1984-04-30,4.16533654397815
1984-05-31,3.7806472961870723
1984-06-30,4.0399609848606515
1984-07-31,4.191332543503032
1984-08-31,3.8123482738920855
1984-09-30,3.3454844110843878
1984-10-31,4.4372538172975835
1984-11-30,5.746385806533848
1984-12-31,4.453529953914695
1985-01-31,4.695697957848436
1985-02-28,3.701387894945201
1985-03-31,4.186919811074935
1985-04-30,4.13851334457458
1985-05-31,3.6405704233441925
1985-06-30,4.597472075306101
1985-07-31,4.155798843551009
1985-08-31,5.132086877385515
