DATE,Mean_Level
1969-01-01,3.073010752688172
1969-01-02,2.0234782608695654
1969-01-03,6.387647058823529
1969-01-06,2.9295833333333334
1969-01-07,6.188181818181818
1969-01-08,2.6774999999999998
1969-01-09,1.4882758620689658
1969-01-10,5.421250000000001
1969-01-11,2.0833333333333335
1969-01-13,0.9566666666666666
1969-01-14,1.875
1969-01-15,2.140606060606061
1969-01-16,1.112608695652174
1969-01-17,2.292857142857143
1969-01-20,0.9683333333333333
1969-01-21,17.682499999999997
1969-01-22,2.0237499999999993
1969-01-23,2.643488372093023
1969-01-24,3.272
1969-01-28,0.785
1969-01-29,1.8447619047619053
1969-01-30,1.1791304347826086
1969-01-31,3.278
1969-02-01,3.472727272727272
1969-02-03,2.682857142857143
1969-02-04,4.755624999999999
1969-02-05,1.917674418604651
1969-02-06,1.9416666666666662
1969-02-07,4.71
1969-02-10,3.8877272727272727
1969-02-11,14.225000000000001
1969-02-12,6.992068965517241
1969-02-13,1.2081250000000001
1969-02-14,3.3042857142857143
1969-02-19,1.6957777777777778
1969-02-20,3.3394339622641507
1969-02-21,3.9566666666666666
1969-02-22,1.68
1969-02-24,5.594761904761905
1969-02-26,1.4294736842105262
1969-02-27,1.1642307692307694
1969-02-28,3.4899999999999984
1969-03-01,3.6883333333333326
1969-03-03,3.055208333333333
1969-03-04,1.1028571428571428
1969-03-05,2.6742857142857153
1969-03-06,1.754081632653061
1969-03-07,3.987222222222222
1969-03-08,2.2166666666666663
1969-03-10,0.9450000000000002
1969-03-11,3.14
1969-03-12,2.7992592592592587
1969-03-13,2.8906976744186044
1969-03-14,3.9500000000000006
1969-03-17,0.9266666666666667
1969-03-19,1.4616417910447757
1969-03-20,0.9050000000000001
1969-03-21,4.246500000000001
1969-03-25,5.167272727272728
1969-03-26,1.0200000000000002
1969-03-27,0.5735483870967744
1969-03-28,3.6900000000000004
1969-03-31,1.1600000000000001
1969-04-01,3.985151515151515
1969-04-02,2.391186440677967
1969-04-03,1.7492452830188685
1969-04-04,4.0408333333333335
1969-04-07,2.0583333333333336
1969-04-08,5.085
1969-04-09,1.201428571428571
1969-04-10,2.2138235294117647
1969-04-11,2.802
1969-04-15,5.5566666666666675
1969-04-16,1.6029545454545457
1969-04-17,0.9068750000000001
1969-04-18,2.3337837837837836
1969-04-23,1.09
1969-04-24,2.569565217391304
1969-04-25,3.8916666666666675
1969-04-29,8.019999999999998
1969-04-30,3.5806666666666667
1969-05-01,2.84962962962963
1969-05-02,4.267014084507044
1969-05-04,1.0527272727272727
1969-05-06,1.8960000000000001
1969-05-07,1.435
1969-05-08,0.8247826086956521
1969-05-09,2.6750000000000003
